Order ID;Customer ID;Created Date;Trx Order Detail → Product Name;Trx Order Detail → Qty;Trx Order Detail → Price
MA-2-749454-20240119154534;2;2024-01-19T15:45:34;Udang Goreng Rambutan;1;13636
MA-2-749454-20240119154534;2;2024-01-19T15:45:34;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-729511-20240204143516;2;2024-02-04T14:35:16;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-613948-20240215150251;2;2024-02-15T15:02:51;Thai Tea Large;1;10000
MA-2-614025-20240221102932;2;2024-02-21T10:29:32;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-614021-20240221141531;2;2024-02-21T14:15:31;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-648208-20240302134157;2;2024-03-02T13:41:57;Dimsum Crabstick;2;10909
MA-2-775030-20240307124242;2;2024-03-07T12:42:42;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-704674-20240322181231;2;2024-03-22T18:12:31;Ovaltine Large;1;12727
MA-2-704674-20240325181352;2;2024-03-25T18:13:52;Thai Tea Large;1;10000
MA-2-775030-20240403190752;2;2024-04-03T19:07:52;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-704674-20240405183939;2;2024-04-05T18:39:39;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-672877-20240410185449;2;2024-04-10T18:54:49;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-729505-20240412151521;2;2024-04-12T15:15:21;Choco Cheese Crunchy Large;1;21818
MA-2-648208-20240414194913;2;2024-04-14T19:49:13;Kopi Susu Kampung Small;1;8182
MA-2-704674-20240415152749;2;2024-04-15T15:27:49;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-613948-20240416124555;2;2024-04-16T12:45:55;Drink Beng Beng Cream Caramel Medium;1;20000
MA-2-614021-20240416154749;2;2024-04-16T15:47:49;Thai Tea Large;1;10000
MA-2-648208-20240421010229;2;2024-04-21T01:02:29;Spicy Cheese Ramyeon;1;22727
MA-2-648208-20240421011328;2;2024-04-21T01:13:28;Thai Tea Large;1;10000
MA-2-704674-20240421051726;2;2024-04-21T05:17:26;Jasmine Tea Medium;2;4545
MA-3-704677-20230702203950;3;2023-07-02T20:39:50;Roti Bakar Keju;1;23636
MA-3-704677-20230702203950;3;2023-07-02T20:39:50;Roti Bakar Cream Butter;1;20000
MA-3-704677-20230725190536;3;2023-07-25T19:05:36;Cheese (8 Gr);1;1818
MA-3-704677-20230725190536;3;2023-07-25T19:05:36;Roti Bakar Chocomaltine Keju;1;30000
MA-3-704677-20230725190536;3;2023-07-25T19:05:36;Keripik Tempe Goreng;1;10909
MA-3-704677-20230725190536;3;2023-07-25T19:05:36;Cheese (8 Gr);1;1818
MA-3-704677-20230725190536;3;2023-07-25T19:05:36;KitKat Cheese Crunchy Small;1;18182
MA-3-704677-20230725190536;3;2023-07-25T19:05:36;Usus Goreng;1;11818
MA-3-704677-20230726195841;3;2023-07-26T19:58:41;Roti Bakar Cream Butter;1;20000
MA-3-704677-20230726195841;3;2023-07-26T19:58:41;Choco Toast made with KitKat;1;26364
MA-3-704677-20230728214905;3;2023-07-28T21:49:05;Choco Toast made with KitKat;1;26364
MA-3-704677-20230728214905;3;2023-07-28T21:49:05;Roti Bakar Cream Butter;1;20000
MA-3-704677-20230814171817;3;2023-08-14T17:18:17;Roti Bakar Blueberry;1;23636
MA-3-704677-20230814171817;3;2023-08-14T17:18:17;Roti Bakar Cream Butter;1;20000
MA-3-614293-20230815132406;3;2023-08-15T13:24:06;Hot Ovaltine Small;1;9091
MA-3-704677-20230831194007;3;2023-08-31T19:40:07;Roti Bakar Keju;1;23636
MA-3-704677-20230831194007;3;2023-08-31T19:40:07;Roti Bakar Cream Butter;1;20000
MA-3-704677-20230921185648;3;2023-09-21T18:56:48;Roti Kukus Keju;1;10000
MA-3-704677-20230921185648;3;2023-09-21T18:56:48;KitKat Cheese Crunchy Small;1;18182
MA-3-704677-20230925180116;3;2023-09-25T18:01:16;Roti Bakar Chocomaltine Keju;1;30000
MA-3-704677-20230925180116;3;2023-09-25T18:01:16;Roti Kukus Coklat Keju;1;12727
MA-3-614293-20230927140059;3;2023-09-27T14:00:59;KitKat Cheese Crunchy Small;1;18182
MA-3-704677-20230929195407;3;2023-09-29T19:54:07;KitKat Cheese Crunchy Small;2;18182
MA-3-704677-20231020125010;3;2023-10-20T12:50:10;KitKat Cheese Crunchy Medium;2;20000
MA-3-704677-20231021134459;3;2023-10-21T13:44:59;KitKat Cheese Crunchy Large;3;21818
MA-3-704677-20231021134459;3;2023-10-21T13:44:59;Mango Yakult Medium;1;11818
MA-3-704677-20231121120050;3;2023-11-21T12:00:50;Roti Bakar Coklat Keju;1;25455
MA-3-704677-20231121120050;3;2023-11-21T12:00:50;Roti Kukus Chocomaltine Keju;1;14545
MA-3-704677-20231130200451;3;2023-11-30T20:04:51;Roti Bakar Cream Butter;1;20000
MA-3-704677-20231130200451;3;2023-11-30T20:04:51;Roti Bakar Keju;1;23636
MA-3-704677-20231226154017;3;2023-12-26T15:40:17;Roti Bakar Coklat;2;22727
MA-3-704677-20231226154017;3;2023-12-26T15:40:17;Roti Bakar Cream Butter;2;20000
MA-3-704677-20240216164045;3;2024-02-16T16:40:45;Roti Bakar Blueberry Keju;1;26364
MA-3-704677-20240318164335;3;2024-03-18T16:43:35;Roti Bakar Cream Butter;1;20000
MA-3-704677-20240318164335;3;2024-03-18T16:43:35;Roti Bakar Blueberry;1;23636
MA-3-704677-20240318164335;3;2024-03-18T16:43:35;Roti Bakar Keju;1;23636
MA-3-704677-20240414191552;3;2024-04-14T19:15:52;Cotton Candy Silky Pudding;2;9091
MA-3-704677-20240414191552;3;2024-04-14T19:15:52;Green Tea Silky Pudding;2;9091
MA-3-704677-20240414191552;3;2024-04-14T19:15:52;Taro Silky Pudding;4;9091
MA-3-704677-20240414191552;3;2024-04-14T19:15:52;Choco Cheese Silky Pudding;2;13636
MA-4-471947-20230709104516;4;2023-07-09T10:45:16;KitKat Cheese Crunchy Small;1;18182
MA-4-672805-20230711162615;4;2023-07-11T16:26:15;Hot Lemon Tea Small;1;6364
MA-4-672805-20230711162615;4;2023-07-11T16:26:15;Roti Kukus Blueberry;1;10000
MA-4-648208-20230717171710;4;2023-07-17T17:17:10;KitKat Cheese Crunchy Small;1;18182
MA-4-686932-20230718101637;4;2023-07-18T10:16:37;Keripik Kentang;1;15455
MA-4-614348-20230718141534;4;2023-07-18T14:15:34;Kopi Susu Gula Aren Small;1;14545
MA-4-614293-20230811155021;4;2023-08-11T15:50:21;Ice Cream Cup Coklat Milo;1;16363
MA-4-704684-20230828170243;4;2023-08-28T17:02:43;Thai Tea Large;1;9091
MA-4-448781-20230914104036;4;2023-09-14T10:40:36;Kopi Susu Gula Aren Small;1;14545
MA-4-613943-20230914161649;4;2023-09-14T16:16:49;Kopi Susu Kampung Small;1;8182
MA-4-704684-20230925140517;4;2023-09-25T14:05:17;Fish Ball;4;4545
MA-4-704684-20230925140517;4;2023-09-25T14:05:17;Thai Tea Small;1;5455
MA-4-704684-20230925140517;4;2023-09-25T14:05:17;Packaging Boiled Side Dish;4;0
MA-4-613954-20231001130747;4;2023-10-01T13:07:47;Thai Tea Small;3;5455
MA-4-613954-20231001130747;4;2023-10-01T13:07:47;Choco Avocado Large;1;14545
MA-4-648208-20231020135608;4;2023-10-20T13:56:08;Chilli Ramyeon Level 1;1;0
MA-4-648208-20231020135608;4;2023-10-20T13:56:08;Bone Marrow Ramyeon;1;17273
MA-4-449787-20231023105233;4;2023-10-23T10:52:33;Thai Tea Small;1;6364
MA-4-613948-20231023105725;4;2023-10-23T10:57:25;Thai Tea Small;1;5455
MA-4-648208-20231101124452;4;2023-11-01T12:44:52;Fish Ball;4;4545
MA-4-648208-20231101145308;4;2023-11-01T14:53:08;Fresh Lemon Tea Large;1;11818
MA-4-461459-20231211161251;4;2023-12-11T16:12:51;Black Jasmine Tea Medium;1;4545
MA-4-461459-20231211163118;4;2023-12-11T16:31:18;Black Jasmine Tea Medium;1;4545
MA-4-614041-20231211163534;4;2023-12-11T16:35:34;Black Jasmine Tea Medium;1;4545
MA-4-614034-20231211163923;4;2023-12-11T16:39:23;Black Jasmine Tea Medium;1;4545
MA-5-648208-20231113104928;5;2023-11-13T10:49:28;Thai Tea Large;1;10000
MA-5-648208-20231113121314;5;2023-11-13T12:13:14;Dimsum Jamur;1;10909
MA-5-648208-20231113123041;5;2023-11-13T12:30:41;Spicy Kimchi Ramyeon;1;17273
MA-5-648208-20231113123041;5;2023-11-13T12:30:41;Chilli Ramyeon Level 2;1;0
MA-5-627278-20231219120115;5;2023-12-19T12:01:15;Thai Tea Small;1;5455
MA-5-614340-20240110114342;5;2024-01-10T11:43:42;Dimsum Crabstick;1;12727
MA-5-614340-20240110114342;5;2024-01-10T11:43:42;Fresh Lemon Tea Large;1;11818
MA-5-614340-20240123110948;5;2024-01-23T11:09:48;Thai Tea Large;1;13636
MA-5-614340-20240123110948;5;2024-01-23T11:09:48;Dimsum Crabstick;1;12727
MA-6-EB-00027-20230711105040;6;2023-07-11T10:50:40;Black Jasmine Tea - Medium Medium;1;4545
MA-6-448776-20230722155631;6;2023-07-22T15:56:31;Choco Ice Cream made with KitKat;1;18182
MA-6-614293-20230724132442;6;2023-07-24T13:24:42;Black Jasmine Tea Medium;1;4545
MA-6-614293-20230803115017;6;2023-08-03T11:50:17;Choco Ice Cream made with KitKat;2;18182
MA-6-448776-20230806100543;6;2023-08-06T10:05:43;Choco Ice Cream made with KitKat;2;18182
MA-6-448776-20230812100034;6;2023-08-12T10:00:34;KitKat Cheese Crunchy Small;1;18182
MA-6-614293-20230814153047;6;2023-08-14T15:30:47;Keripik Tempe Goreng;1;10909
MA-6-448776-20230824193038;6;2023-08-24T19:30:38;KitKat Cheese Crunchy Small;2;18182
MA-6-614293-20231011144536;6;2023-10-11T14:45:36;Keripik Tempe Goreng;1;10909
MA-6-614293-20231011144536;6;2023-10-11T14:45:36;Roti Kukus Chocomaltine;1;10909
MA-6-648208-20231108141141;6;2023-11-08T14:11:41;Choco Ice Cream made with KitKat;1;18182
MA-6-749454-20231108152347;6;2023-11-08T15:23:47;Teh Tarik Medium;1;9091
MA-6-749454-20231108152347;6;2023-11-08T15:23:47;Keripik Tempe Goreng;1;10909
MA-6-448776-20231111102457;6;2023-11-11T10:24:57;Choco Lava Milo Float Medium;1;17272
MA-6-614293-20231116135633;6;2023-11-16T13:56:33;Roti Bakar Chocomaltine;1;24545
MA-6-544094-20231221201813;6;2023-12-21T20:18:13;Fresh Lemon Tea Large;1;11818
MA-6-544094-20231221201813;6;2023-12-21T20:18:13;Roti Kukus Chocomaltine Keju;1;14545
MA-6-544094-20231221201813;6;2023-12-21T20:18:13;Choco Cheese Crunchy Small;1;18182
MA-6-448776-20240123172934;6;2024-01-23T17:29:34;Roti Kukus Chocomaltine;1;10909
MA-6-448776-20240123185628;6;2024-01-23T18:56:28;Roti Bakar Keju;1;23636
MA-6-517694-20240203142850;6;2024-02-03T14:28:50;Choco Cheese Crunchy Small;1;18182
MA-6-517694-20240203142850;6;2024-02-03T14:28:50;Choco Lava Large;1;14545
MA-6-517694-20240203142850;6;2024-02-03T14:28:50;Thai Tea Large;1;10000
MA-6-517694-20240203142850;6;2024-02-03T14:28:50;Taro Large;1;11818
MA-6-517694-20240203142850;6;2024-02-03T14:28:50;Taro Large;1;11818
MA-6-517694-20240203142850;6;2024-02-03T14:28:50;Cookies & Cream Large;1;12727
MA-6-517694-20240203142850;6;2024-02-03T14:28:50;Green Thai Tea Large;1;10909
MA-6-517694-20240203142850;6;2024-02-03T14:28:50;Mango Tea Large;1;10909
MA-6-605046-20240212171630;6;2024-02-12T17:16:30;Drink Beng Beng Cream Caramel Medium;1;20000
MA-6-605046-20240212171902;6;2024-02-12T17:19:02;Kopi Susu Gula Aren Small;1;14545
MA-6-448776-20240216173005;6;2024-02-16T17:30:05;Choco Cheese Crunchy Small;1;18182
MA-6-614293-20240216191514;6;2024-02-16T19:15:14;Roti Kukus Coklat;2;9091
MA-7-614293-20230714160034;7;2023-07-14T16:00:34;Choco Ice Cream made with KitKat;2;18182
MA-7-614314-20230721134116;7;2023-07-21T13:41:16;Kopi Susu Gula Aren Small;3;14545
MA-7-614314-20230721134116;7;2023-07-21T13:41:16;Lychee Yakult Medium;1;11818
MA-7-614314-20230721134116;7;2023-07-21T13:41:16;KitKat Cheese Crunchy Large;1;21818
MA-7-614314-20230721134116;7;2023-07-21T13:41:16;Lyche Jelly;1;3636
MA-7-614314-20230721134116;7;2023-07-21T13:41:16;Kopi Susu Kampung Large;2;10000
MA-7-672802-20230806131644;7;2023-08-06T13:16:44;Fresh Lemon Tea Large;7;11818
MA-7-614293-20230815150246;7;2023-08-15T15:02:46;Fresh Lemon Tea Large;1;11818
MA-7-719586-20230822115217;7;2023-08-22T11:52:17;Black Jasmine Tea Medium;1;4545
MA-7-614293-20230830181131;7;2023-08-30T18:11:31;Roti Kukus Coklat;1;9091
MA-7-614293-20231204105641;7;2023-12-04T10:56:41;Roti Kukus Coklat;1;9091
MA-7-614293-20240103101454;7;2024-01-03T10:14:54;Roti Kukus Coklat;1;9091
MA-7-614293-20240326172308;7;2024-03-26T17:23:08;Boba Brown Sugar Fresh Milk Large;1;16364
MA-8-672805-20230713150712;8;2023-07-13T15:07:12;Lychee Tea Medium;1;9091
MA-8-648208-20230714170945;8;2023-07-14T17:09:45;Lychee Tea Medium;1;9091
MA-8-648208-20230714170945;8;2023-07-14T17:09:45;Chilli Ramyeon Level 1;2;0
MA-8-648208-20230714170945;8;2023-07-14T17:09:45;Packaging Boiled Side Dish;1;0
MA-8-648208-20230714170945;8;2023-07-14T17:09:45;Packaging Noodle;2;0
MA-8-648208-20230714170945;8;2023-07-14T17:09:45;Chicken Fried Ramyeon;2;17273
MA-8-648208-20230714170945;8;2023-07-14T17:09:45;Odeng;1;10909
MA-8-648208-20230812100956;8;2023-08-12T10:09:56;Odeng;2;10909
MA-8-648208-20230812100956;8;2023-08-12T10:09:56;Packaging Boiled Side Dish;2;0
MA-8-704684-20230925131907;8;2023-09-25T13:19:07;Chilli Ramyeon Level 1;1;0
MA-8-704684-20230925131907;8;2023-09-25T13:19:07;Packaging Noodle;1;0
MA-8-704684-20230925131907;8;2023-09-25T13:19:07;Odeng;1;10909
MA-8-704684-20230925131907;8;2023-09-25T13:19:07;Packaging Boiled Side Dish;1;0
MA-8-704684-20230925131907;8;2023-09-25T13:19:07;Chicken Fried Ramyeon;1;17273
MA-8-704684-20230925134949;8;2023-09-25T13:49:49;Fresh Lemon Tea Large;1;11818
MA-8-648208-20231113120010;8;2023-11-13T12:00:10;Packaging Boiled Side Dish;1;0
MA-8-648208-20231113120010;8;2023-11-13T12:00:10;Odeng;1;10909
MA-8-648208-20231113120010;8;2023-11-13T12:00:10;Dimsum Crabstick;1;10909
MA-8-648208-20231113175858;8;2023-11-13T17:58:58;Odeng;1;10909
MA-8-648208-20231113175858;8;2023-11-13T17:58:58;Packaging Boiled Side Dish;1;0
MA-8-648208-20231113175858;8;2023-11-13T17:58:58;Thai Tea Large;1;10000
MA-8-648208-20231113175858;8;2023-11-13T17:58:58;Taro Large;1;11818
MA-8-648208-20231113175858;8;2023-11-13T17:58:58;Mango Tea Large;1;10909
MA-8-648208-20240122122501;8;2024-01-22T12:25:01;Packaging Boiled Side Dish;1;0
MA-8-648208-20240122122501;8;2024-01-22T12:25:01;Spicy Odeng;1;14545
MA-8-648208-20240209142030;8;2024-02-09T14:20:30;Spicy Odeng;1;14545
MA-8-648208-20240209142030;8;2024-02-09T14:20:30;Packaging Noodle;1;0
MA-8-648208-20240209142030;8;2024-02-09T14:20:30;Packaging Boiled Side Dish;1;0
MA-8-648208-20240209142030;8;2024-02-09T14:20:30;Odeng;1;10909
MA-8-648208-20240209142030;8;2024-02-09T14:20:30;Packaging Boiled Side Dish;1;0
MA-8-648208-20240209142030;8;2024-02-09T14:20:30;Chilli Ramyeon Level 1;1;0
MA-8-648208-20240209142030;8;2024-02-09T14:20:30;Extra Spicy Fried Ramyeon;1;17273
MA-9-614293-20230725165311;9;2023-07-25T16:53:11;Thai Tea Large;1;9091
MA-9-565923-20230805121734;9;2023-08-05T12:17:34;Roti Kukus Susu;1;7273
MA-9-565923-20230805121734;9;2023-08-05T12:17:34;Choco Avocado Medium;1;13636
MA-9-614293-20230823114515;9;2023-08-23T11:45:15;Strawberry Tea Medium;2;9091
MA-9-614293-20230823120049;9;2023-08-23T12:00:49;Thai Tea Small;4;5455
MA-9-614293-20230823120049;9;2023-08-23T12:00:49;Black Jasmine Tea Medium;1;4545
MA-9-614293-20230823120049;9;2023-08-23T12:00:49;Grass Jelly;1;2727
MA-9-614293-20230921161556;9;2023-09-21T16:15:56;Black Jasmine Tea Medium;1;4545
MA-9-614293-20230921161556;9;2023-09-21T16:15:56;Fresh Lemon Tea Large;1;11818
MA-9-704677-20230921173012;9;2023-09-21T17:30:12;Keripik Kentang;1;15455
MA-9-704677-20230921173012;9;2023-09-21T17:30:12;Lemon Tea Yakult Large;1;18182
MA-9-605046-20230921174200;9;2023-09-21T17:42:00;Thai Tea Small;1;5455
MA-9-605046-20230921174200;9;2023-09-21T17:42:00;Lemon Tea Yakult Large;1;18182
MA-9-605046-20230921174731;9;2023-09-21T17:47:31;Roti Kukus Susu;1;7273
MA-9-614293-20230926133941;9;2023-09-26T13:39:41;Roti Kukus Keju;1;10000
MA-9-614293-20230926133941;9;2023-09-26T13:39:41;Thai Tea Small;1;5455
MA-9-614293-20231009155005;9;2023-10-09T15:50:05;KitKat Cheese Crunchy Large;1;21818
MA-9-614293-20231009155005;9;2023-10-09T15:50:05;KitKat Cheese Crunchy Large;1;21818
MA-9-614293-20231010111641;9;2023-10-10T11:16:41;Black Jasmine Tea Medium;1;4545
MA-9-614293-20231010112723;9;2023-10-10T11:27:23;Black Jasmine Tea Medium;1;4545
MA-9-614293-20231012154802;9;2023-10-12T15:48:02;Ovaltine Large;1;12727
MA-9-614293-20231012154802;9;2023-10-12T15:48:02;Taro Large;1;11818
MA-9-614293-20231012154802;9;2023-10-12T15:48:02;Mango Tea Large;1;10909
MA-9-614293-20231020154734;9;2023-10-20T15:47:34;Black Jasmine Tea Medium;1;4545
MA-9-614293-20231020160104;9;2023-10-20T16:01:04;Teh Tarik Large;1;10909
MA-9-614293-20231020160104;9;2023-10-20T16:01:04;Strawberry Tea Large;1;10909
MA-9-614293-20231020160104;9;2023-10-20T16:01:04;Milo Green Tea Large;1;12727
MA-9-614290-20231030142315;9;2023-10-30T14:23:15;Choco Toast made with KitKat;1;26364
MA-9-614290-20231030142315;9;2023-10-30T14:23:15;KitKat Cheese Crunchy Large;2;21818
MA-9-614293-20231101153741;9;2023-11-01T15:37:41;Keripik Tempe Goreng;1;10909
MA-9-749454-20231108152239;9;2023-11-08T15:22:39;Bolognese Fried Ramyeon;1;17273
MA-9-749454-20231108152239;9;2023-11-08T15:22:39;Chilli Ramyeon Level 1;1;0
MA-9-749454-20231108154256;9;2023-11-08T15:42:56;Taro Cheese Large;1;16364
MA-9-614293-20231115104155;9;2023-11-15T10:41:55;KitKat Cheese Crunchy Small;1;18182
MA-9-605046-20231117173105;9;2023-11-17T17:31:05;Roti Kukus Keju;1;10000
MA-9-605046-20231117173105;9;2023-11-17T17:31:05;Thai Tea Large;1;10000
MA-9-719586-20231122151023;9;2023-11-22T15:10:23;Black Jasmine Tea Medium;1;4545
MA-9-614293-20231122172808;9;2023-11-22T17:28:08;Cotton Candy Silky Pudding;1;9091
MA-9-614293-20231122173111;9;2023-11-22T17:31:11;Black Jasmine Tea Medium;1;4545
MA-9-605046-20240123120719;9;2024-01-23T12:07:19;Drink Beng Beng Cream Caramel Medium;1;20000
MA-9-605046-20240123120719;9;2024-01-23T12:07:19;Kopi Susu Gula Aren Small;1;14545
MA-9-605046-20240125162813;9;2024-01-25T16:28:13;Thai Tea Large;1;10000
MA-9-614293-20240126133200;9;2024-01-26T13:32:00;Green Tea Silky Pudding;1;9091
MA-9-719586-20240126140328;9;2024-01-26T14:03:28;Black Jasmine Tea Medium;1;4545
MA-9-719586-20240126141845;9;2024-01-26T14:18:45;Black Jasmine Tea Medium;1;4545
MA-9-719586-20240126142503;9;2024-01-26T14:25:03;Black Jasmine Tea Medium;1;4545
MA-9-719586-20240126143413;9;2024-01-26T14:34:13;Black Jasmine Tea Medium;1;4545
MA-9-719586-20240201151040;9;2024-02-01T15:10:40;Black Jasmine Tea Medium;1;4545
MA-9-719586-20240201152023;9;2024-02-01T15:20:23;Black Jasmine Tea Medium;1;4545
MA-9-719586-20240201160243;9;2024-02-01T16:02:43;Black Jasmine Tea Medium;1;4545
MA-9-719586-20240201161136;9;2024-02-01T16:11:36;Black Jasmine Tea Medium;1;4545
MA-9-614293-20240207151045;9;2024-02-07T15:10:45;Choco Hazelnut Medium;2;12727
MA-9-565923-20240207161534;9;2024-02-07T16:15:34;Kopi Susu Gula Aren Small;1;14545
MA-9-461459-20240207161927;9;2024-02-07T16:19:27;Teh Tarik Medium;1;10909
MA-9-614293-20240212154018;9;2024-02-12T15:40:18;Thai Tea Large;1;10000
MA-9-614293-20240212154018;9;2024-02-12T15:40:18;Mango Tea Large;1;10909
MA-9-614293-20240212154018;9;2024-02-12T15:40:18;Taro Large;1;11818
MA-9-605046-20240218192155;9;2024-02-18T19:21:55;Kopi Susu Gula Aren Small;1;14545
MA-9-605046-20240218192155;9;2024-02-18T19:21:55;Ice Cream Vanilla With Cookies & Cream;1;14545
MA-9-900387-20240226140534;9;2024-02-26T14:05:34;Mango Yakult Medium;1;14545
MA-9-614293-20240417110540;9;2024-04-17T11:05:40;Thai Tea Large;1;10000
MA-9-614293-20240417114509;9;2024-04-17T11:45:09;Drink Beng Beng Cream Caramel Large;1;21818
MA-9-605046-20240418150528;9;2024-04-18T15:05:28;Drink Beng Beng Cream Caramel Large;1;21818
MA-12-627283-20230721193336;12;2023-07-21T19:33:36;Lychee Yakult Medium;1;11818
MA-12-627283-20230721193336;12;2023-07-21T19:33:36;Kopi Susu Gula Aren Small;1;14545
MA-12-627283-20230721193336;12;2023-07-21T19:33:36;KitKat Cheese Crunchy Medium;1;20000
MA-12-627283-20230721193336;12;2023-07-21T19:33:36;Thai Tea Large;1;9091
MA-12-627283-20230806123233;12;2023-08-06T12:32:33;KitKat Cheese Crunchy Medium;1;20000
MA-12-627283-20230806123233;12;2023-08-06T12:32:33;Lemon Tea Yakult Large;1;18182
MA-12-627283-20230806123233;12;2023-08-06T12:32:33;Fresh Lemon Tea Large;1;11818
MA-12-613963-20230925191925;12;2023-09-25T19:19:25;Lychee Yakult Medium;1;11818
MA-12-613963-20230925191925;12;2023-09-25T19:19:25;KitKat Cheese Crunchy Large;2;21818
MA-12-627283-20231008181915;12;2023-10-08T18:19:15;Thai Tea Large;1;10000
MA-12-627283-20231008181915;12;2023-10-08T18:19:15;Ice Cream Vanilla with Boba;1;14545
MA-12-627283-20231008181915;12;2023-10-08T18:19:15;Choco Ice Cream made with KitKat;1;18182
MA-12-627283-20231008181915;12;2023-10-08T18:19:15;Fresh Lemon Tea Large;1;11818
MA-12-627283-20231008181915;12;2023-10-08T18:19:15;Rainbow Jelly;1;3636
MA-12-627283-20231008181915;12;2023-10-08T18:19:15;Lychee Yakult Medium;1;11818
MA-12-627283-20231008181915;12;2023-10-08T18:19:15;Choco Toast made with KitKat;1;26364
MA-12-613963-20231231132850;12;2023-12-31T13:28:50;Taro Silky Pudding;2;9091
MA-12-613963-20231231132850;12;2023-12-31T13:28:50;Taro Large;1;11818
MA-12-613963-20231231132850;12;2023-12-31T13:28:50;Thai Tea Large;1;10000
