Customer ID,Gender
3749,2
3768,2
3787,2
3796,2
3874,2
3895,2
3915,2
3926,2
3983,1
3996,2
4098,2
4106,1
4144,1
4145,2
4220,1
4225,2
4235,2
4239,1
4265,2
4290,1
4305,2
4331,2
4360,1
4362,2
4447,1
4463,2
4474,1
4580,2
4654,1
4706,1
4735,2
4785,1
4795,2
4807,1
4831,1
4879,1
4888,1
4902,2
4913,2
4921,1
4979,1
4993,1
4998,2
5014,1
5022,2
5034,1
5062,1
5070,1
5080,2
5110,1
5113,2
5143,1
5146,2
5198,2
5209,2
5224,2
5230,1
5243,1
5247,2
5274,1
5282,2
5291,2
5333,2
5343,1
5388,1
5398,1
5420,1
5515,2
5522,2
5564,1
5659,1
5674,2
5699,2
5738,2
5757,1
5797,2
5812,2
5817,2
5820,2
5864,1
5895,2
5906,2
5934,2
5953,2
5960,2
5975,2
6008,1
6013,2
6021,2
6027,1
6029,1
6035,2
6051,1
6052,1
6054,2
6068,1
6072,1
6073,1
6114,1
6127,2
6144,2
6147,1
6177,1
6227,1
6232,1
6265,1
6270,1
6274,2
6278,2
6281,2
6282,2
6284,1
6321,2
6326,1
6357,2
6383,2
6404,2
6406,2
6426,2
6461,2
6491,2
6501,1
6519,1
6523,1
6553,1
6575,1
6579,2
6593,2
6597,2
6620,1
6622,2
6663,2
6664,2
6679,2
6693,2
6696,2
6701,2
6704,2
6710,1
6722,1
6733,2
6739,2
6752,2
6754,2
6757,1
6777,2
6784,1
6804,2
6808,1
6823,2
6837,2
6845,2
6850,1
6853,2
6858,2
6871,1
6875,2
6882,2
6888,1
6894,2
6900,1
6901,2
6902,2
6927,2
6929,2
6931,2
6934,1
6935,2
6938,1
6940,2
6941,2
6946,1
6948,1
6950,2
6961,2
6970,2
6971,2
6980,2
6984,2
6986,1
6995,2
6998,1
7001,2
7009,2
7016,1
7030,2
7031,2
7032,2
7033,2
7047,1
7056,1
7060,1
7063,2
7070,2
7084,1
7109,1
7114,1
7117,1
7125,2
7132,2
7133,1
7134,2
7151,1
7153,1
7154,1
7171,1
7175,1
7176,1
7180,2
7192,1
7195,2
7196,1
7200,2
7203,2
7208,2
7216,1
7228,2
7231,1
7235,2
7246,2
7251,2
7255,1
7258,2
7260,2
7263,2
7266,1
7272,2
7275,1
7276,2
7278,2
7280,2
7285,2
7298,1
7305,2
7308,2
7336,2
7349,2
7350,2
7361,1
7367,1
7372,1
7373,1
7399,2
7410,1
7424,2
7431,2
7432,1
7448,2
7467,2
7490,2
7492,2
7494,1
7502,2
7523,1
7527,1
7532,1
7549,2
7561,1
7568,2
7578,2
7582,2
7588,2
7593,2
7594,1
7596,1
7598,1
7601,2
7610,2
7619,2
7633,2
7634,1
7644,1
7645,2
7648,2
7652,1
7670,2
7681,2
7687,2
7689,2
7691,1
7696,2
7707,2
7715,1
7718,1
7737,2
7746,2
7754,1
7756,1
7760,2
7764,2
7771,2
7783,2
7791,2
7807,1
7808,2
7817,2
7867,1
7868,1
7876,1
7878,1
7879,2
7883,2
7896,1
7904,1
7927,1
7938,2
7942,2
7956,1
7976,1
7996,1
8014,1
8028,2
8054,1
8059,2
8071,1
8096,1
8110,1
8111,2
8114,2
8115,1
8129,2
8154,2
8165,2
8184,1
8197,2
8201,1
8210,2
8229,1
8256,2
8258,1
8271,2
8282,1
8295,2
8317,2
8329,1
8346,1
8361,2
8363,1
8375,1
8383,1
8386,1
8388,2
8401,2
8408,2
8428,2
8448,2
8459,2
8462,2
8467,1
8482,2
8487,2
8530,1
8544,2
8548,1
8571,1
8572,2
8573,1
8606,2
8621,2
8630,1
8633,2
8648,1
8649,2
8653,2
8661,2
8662,2
8666,2
8677,2
8690,2
8695,1
8709,1
8710,1
8718,2
8726,2
8730,2
8754,2
8780,1
8788,2
8789,1
8790,1
8791,1
8795,2
8822,2
8825,2
8834,2
8848,1
8855,1
8861,2
8865,1
8869,2
8881,2
8891,1
8896,2
8902,2
8907,2
8910,1
8913,1
8918,1
8922,1
8934,2
8942,2
8950,1
8952,1
8956,1
8976,2
8977,2
8989,1
8993,2
9002,2
9009,2
9016,2
9031,1
9037,2
9040,2
9055,2
9062,1
9066,2
9072,1
9073,2
9076,1
9078,1
9079,1
9083,1
9097,1
9104,1
9107,1
9111,2
9123,2
9124,1
9134,1
9135,2
9142,2
9148,2
9155,2
9166,1
9174,2
9183,2
9191,1
9195,2
9234,1
9245,1
9251,1
9262,1
9268,1
9297,2
9315,2
9329,2
9332,1
9341,2
9357,1
9365,2
9367,1
9372,2
9379,2
9385,2
9404,2
9442,1
9450,2
9457,1
9469,2
9472,2
9476,2
9483,2
9507,2
9519,2
9528,2
9529,2
9531,1
9556,1
9567,1
9568,2
9570,1
9582,1
9627,1
9668,2
9676,2
9684,1
9694,1
9696,1
9699,1
9701,2
9702,2
9708,2
9731,2
9732,2
9742,2
9767,1
9774,2
9776,1
9777,1
9778,1
9784,2
9794,1
9798,1
9805,2
9810,1
9819,2
9844,1
9859,1
9860,2
9879,1
9886,2
9896,2
9901,1
9903,2
9916,1
9919,2
9921,2
9927,2
9930,2
9941,1
9942,2
9948,2
9949,1
9958,1
9960,1
9966,1
9983,1
9988,1
9990,2
9992,2
9993,2
9997,2
10001,1
10012,2
10033,2
10034,2
10037,2
10043,2
10052,1
10069,2
10083,1
10098,1
10113,2
10118,2
10120,2
10122,1
10145,1
10152,2
10156,2
10163,2
10170,1
10174,1
10176,1
10186,2
10201,2
10208,2
10210,2
10220,1
10236,2
10245,1
10262,1
10274,2
10289,1
10296,2
10297,2
10307,2
10312,1
10313,2
10323,2
10340,1
10359,1
10370,2
10386,2
10387,1
10406,2
10412,2
10415,2
10416,2
10426,1
10428,1
10430,1
10434,1
10443,1
10445,2
10467,2
10487,1
10490,1
10492,2
10496,2
10500,2
10503,2
10509,2
10571,1
10575,2
10595,1
10615,2
10618,1
10621,2
10626,2
10649,2
10662,1
10694,2
10704,2
10714,2
10731,1
10740,1
10768,1
10771,2
10774,2
10783,1
10788,1
10810,1
10822,1
10832,2
10837,2
10842,2
10845,2
10863,2
10876,1
10882,2
10898,2
10907,2
10911,2
10922,2
10941,2
10954,2
10960,2
10962,2
10968,2
10969,2
10984,2
10992,2
11021,1
11024,1
11033,2
11040,1
11041,2
11079,2
11102,1
11123,2
11155,1
11172,2
11175,1
11178,1
11180,1
11190,2
11208,2
11212,2
11226,2
11227,1
11277,1
11297,2
11301,1
11330,1
11358,2
11362,2
11374,1
11383,1
11395,2
11409,1
11431,2
11436,1
11446,2
11452,2
11469,2
11483,1
11489,2
11490,2
11496,2
11505,1
11522,2
11529,1
11535,2
11539,2
11541,2
11546,1
11557,1
11560,2
11563,2
11567,2
11568,2
11571,2
11580,1
11585,1
11590,2
11621,2
11625,1
11632,1
11638,2
11641,2
11646,2
11649,1
11656,2
11657,2
11671,2
11676,1
11686,2
11692,2
11700,2
11702,1
11704,1
11716,1
11719,2
11722,1
11726,1
11728,2
11731,2
11735,1
11746,2
11749,2
11750,1
11763,2
11790,2
11791,1
11795,2
11809,2
11810,2
11814,1
11815,1
11817,2
11821,2
11822,2
11844,2
11848,1
11851,2
11854,2
11877,1
11882,2
11892,1
11893,2
11897,1
11914,2
11917,2
11925,1
11935,2
11941,1
11946,2
11952,2
11957,2
11980,1
11995,1
12004,2
12022,1
12049,2
12052,1
12100,1
12123,1
12126,1
12159,1
12162,2
12176,1
12187,2
12190,1
12193,2
12204,2
12210,1
12217,1
12219,2
12221,1
12252,2
12258,2
12262,2
12274,1
12279,2
12301,2
12328,2
12329,2
12332,1
12333,1
12340,2
12358,2
12369,2
12374,2
12383,2
12396,2
12397,2
12398,1
12407,1
12417,1
12440,1
12450,1
12452,1
12455,1
12464,1
12474,1
12487,2
12494,1
12498,1
12504,2
12510,2
12513,2
12515,2
12517,2
12519,1
12526,2
12532,2
12533,2
12534,1
12558,1
12559,2
12574,2
12577,1
12586,1
12592,1
12598,2
12603,1
12626,1
12630,2
12634,1
12649,1
12655,1
12659,1
12662,2
12668,2
12672,1
12680,2
12701,1
12718,2
12729,1
12732,2
12733,1
12734,2
12749,2
12761,1
12762,1
12766,2
12783,2
12784,2
12786,2
12800,2
12818,2
12822,2
12829,2
12836,1
12855,1
12868,2
12871,1
12874,2
12895,1
12897,2
12898,1
12899,2
12909,2
12927,1
12938,1
12939,2
12940,1
12941,1
12942,1
12944,1
12947,2
12948,2
12949,1
12950,2
12951,2
12952,2
12962,2
12964,1
12968,1
12971,2
12975,1
12976,2
12978,2
12986,2
12995,1
12996,2
13000,2
13007,2
13010,2
13013,2
13038,2
13045,2
13052,2
13057,2
13060,2
13113,1
13115,2
13121,1
13124,2
13125,2
13133,2
13154,1
13166,1
13168,2
13170,1
13188,1
13204,2
13205,1
13217,1
13222,2
13224,1
13226,2
13228,2
13235,2
13237,1
13244,2
13245,2
13255,2
13256,1
13258,1
13278,1
13280,2
13284,2
13285,1
13289,2
13291,1
13293,1
13303,2
13304,2
13305,2
13307,1
13312,2
13314,2
13315,1
13317,2
13318,2
13326,1
13327,2
13329,2
13346,1
13350,2
13354,2
13355,2
13356,2
13366,2
13375,2
13381,1
13382,1
13386,1
13393,2
13394,2
13399,2
13401,1
13403,2
13406,2
13417,2
13436,1
13444,1
13455,1
13457,2
13462,2
13464,1
13465,1
13473,2
13474,2
13486,1
13487,2
13490,2
13491,2
13494,1
13495,2
13502,2
13518,2
13530,1
13532,2
13546,2
13550,2
13551,1
13553,1
13557,1
13565,1
13573,2
13576,2
13585,2
13587,2
13588,1
13593,1
13605,2
13608,2
13622,2
13632,1
13653,1
13661,1
13664,2
13672,2
13673,2
13675,2
13682,2
13693,2
13697,2
13699,2
13701,1
13714,1
13722,2
13730,1
13741,2
13745,2
13756,2
13761,1
13763,2
13765,1
13791,2
13793,2
13804,1
13806,2
13820,1
13821,2
13828,1
13846,2
13848,2
13853,2
13869,2
13873,1
13880,1
13885,2
13893,2
13894,2
13895,1
13899,1
13903,2
13904,2
13905,1
13909,1
13914,2
13921,2
13924,1
13944,2
13949,2
13960,2
13964,2
13966,2
13975,1
13977,1
13980,1
13993,2
14004,1
14012,2
14014,2
14019,2
14023,1
14025,2
14028,2
14031,2
14032,2
14054,2
14075,2
14097,1
14101,2
14105,2
14119,2
14127,2
14131,2
14132,2
14134,1
14160,2
14166,2
14171,2
14183,1
14188,2
14195,1
14199,1
14212,2
14219,1
14227,2
14231,2
14236,1
14241,2
14243,2
14244,1
14248,2
14251,1
14254,2
14264,2
14268,1
14273,1
14275,1
14277,1
14290,2
14293,1
14317,2
14320,2
14324,1
14330,2
14339,1
14350,2
14359,2
14364,2
14368,1
14372,1
14376,2
14378,1
14400,1
14406,2
14410,2
14412,1
14416,2
14418,1
14419,2
14423,2
14430,2
14441,1
14450,1
14469,2
14479,2
14480,2
14484,1
14494,2
14501,2
14507,2
14512,2
14522,1
14549,2
14551,1
14562,1
14566,1
14571,2
14573,2
14577,1
14588,1
14591,1
14595,2
14611,2
14614,1
14616,1
14618,1
14625,2
14627,2
14638,2
14641,1
14644,2
14645,2
14647,2
14651,2
14669,2
14672,2
14673,1
14681,1
14688,2
14697,1
14698,1
14707,1
14715,2
14723,2
14724,2
14731,2
14734,2
14738,1
14746,2
14760,2
14766,2
14769,2
14779,1
14785,1
14801,2
14818,2
14819,2
14820,2
14841,2
14843,2
14857,1
14861,1
14865,2
14870,2
14877,2
14890,2
14891,2
14892,2
14899,2
14911,2
14921,2
14924,1
14932,1
14941,1
14948,1
14955,2
14960,2
14963,2
14973,2
14977,2
14984,2
14985,2
15000,1
15021,1
15022,2
15036,2
15037,2
15044,2
15047,1
15055,2
15059,1
15061,2
15069,2
15089,2
15096,1
15103,2
15131,2
15149,1
15151,1
15156,1
15162,1
15180,2
15182,1
15190,2
15191,2
15203,2
15207,1
15214,2
15222,2
15232,2
15238,1
15243,2
15257,2
15263,1
15264,2
15275,2
15291,2
15295,2
15297,2
15302,2
15309,2
15312,1
15314,1
15318,2
15319,2
15321,2
15322,2
15325,2
15328,2
15330,2
15331,1
15332,2
15339,1
15342,2
15362,2
15363,2
15365,1
15366,2
15371,2
15374,1
15392,2
15397,1
15402,1
15419,2
15421,1
15424,1
15427,1
15443,2
15444,1
15445,1
15446,2
15448,2
15456,2
15482,2
15483,1
15490,2
15494,2
15497,2
15508,1
15511,2
15514,2
15520,2
15524,2
15528,1
15533,2
15535,2
15536,2
15537,1
15539,1
15559,1
15577,1
15587,2
15590,2
15598,2
15603,1
15608,2
15613,2
15616,1
15617,2
15624,1
15648,2
15659,2
15665,2
15666,1
15667,2
15676,1
15691,2
15703,1
15704,2
15710,2
15716,2
15718,2
15725,2
15732,1
15733,2
15737,1
15760,2
15766,1
15767,2
15771,1
15774,2
15792,2
15795,2
15805,2
15808,1
15818,1
15825,2
15830,1
15844,2
15845,2
15848,1
15852,1
15863,2
15878,2
15881,2
15889,2
15892,2
15896,2
15915,1
15916,1
15919,1
15928,1
15930,1
15939,2
15940,2
15942,2
15944,1
15948,1
15953,2
15955,2
15956,2
15957,2
15959,2
15962,2
15963,2
15966,2
15970,1
15983,1
15986,1
15990,2
16003,2
16011,1
16012,1
16014,1
16015,1
16019,2
16022,1
16043,2
16064,2
16071,2
16080,2
16083,1
16086,2
16092,2
16094,1
16106,1
16108,2
16113,2
16122,2
16129,2
16131,1
16132,1
16133,2
16134,2
16141,2
16143,1
16149,1
16158,2
16160,2
16162,2
16164,2
16171,2
16173,1
16178,2
16179,2
16185,1
16187,1
16188,2
16194,1
16195,2
16197,2
16198,2
16206,2
16219,2
16222,2
16224,2
16228,2
16239,2
16247,2
16249,2
16252,2
16255,1
16256,1
16260,2
16265,1
16269,2
16276,1
16279,2
16284,1
16296,2
16297,1
16298,2
16299,2
16306,2
16308,2
16311,2
16312,2
16346,2
16359,2
16364,2
16382,2
16383,1
16384,2
16389,2
16390,2
16400,2
16406,1
16408,1
16410,1
16419,2
16421,1
16422,2
16428,2
16431,2
16434,2
16437,1
16438,2
16444,2
16445,2
16447,1
16451,1
16459,2
16464,2
16467,2
16468,2
16469,2
16473,2
16474,2
16475,2
16476,2
16477,2
16480,1
16505,2
16507,2
16513,1
16517,2
16525,1
16528,1
16539,2
16552,2
16557,1
16564,1
16565,2
16568,2
16569,1
16571,1
16574,1
16583,1
16589,2
16595,1
16599,1
16604,1
16606,2
16613,2
16622,2
16635,1
16636,2
16640,2
16648,2
16658,1
16667,2
16694,1
16711,2
16713,1
16717,1
16726,2
16732,2
16741,1
16746,1
16755,1
16764,2
16776,1
16777,1
16781,1
16782,2
16785,1
16786,1
16787,2
16792,2
16802,1
16807,2
16815,1
16824,1
16825,1
16836,2
16857,1
16868,1
16878,1
16879,2
16896,2
16905,2
16906,2
16911,2
16916,2
16927,2
16930,1
16937,2
16961,1
16972,1
16988,1
16989,1
16992,2
16997,2
16999,2
17010,2
17036,2
17039,2
17043,2
17053,2
17064,1
17066,2
17069,1
17071,2
17073,2
17085,2
17121,1
17128,1
17131,1
17132,1
17136,1
17154,2
17159,2
17161,1
17162,1
17163,1
17164,2
17175,1
17178,2
17179,1
17189,2
17190,2
17193,1
17200,2
17202,2
17204,1
17205,2
17206,2
17212,2
17213,1
17214,2
17217,1
17218,2
17219,1
17222,2
17225,2
17230,2
17231,2
17232,1
17241,2
17244,1
17252,1
17253,2
17257,2
17267,2
17269,1
17275,1
17277,1
17278,2
17282,2
17283,2
17285,1
17288,2
17289,2
17291,2
17299,2
17304,2
17309,1
17310,2
17317,2
17319,1
17321,2
17325,2
17333,1
17336,2
17337,2
17338,2
17341,1
17352,1
17355,1
17357,2
17364,1
17367,2
17372,1
17375,2
17377,2
17380,1
17381,1
17382,2
17383,2
17386,1
17392,2
17394,1
17395,2
17396,1
17399,2
17404,2
17405,2
17410,1
17413,2
17414,1
17415,1
17430,2
17431,1
17434,1
17442,1
17443,2
17446,2
17447,2
17453,1
17455,2
17460,2
17461,1
17462,1
17471,2
17476,2
17477,2
17479,2
17482,2
17484,2
17487,2
17489,2
17491,2
17492,2
17494,2
17496,1
17498,2
17499,2
17500,1
17501,2
17502,2
17506,2
17507,1
17508,2
17509,2
17510,1
17519,1
17529,2
17531,2
17538,2
17539,1
17543,2
17545,2
17547,1
17548,1
17552,1
17553,2
17554,2
17578,1
17581,1
17583,2
17585,1
17591,2
17598,1
17599,2
17603,1
17604,2
17605,1
17613,1
17617,2
17626,2
17631,2
17632,1
17634,2
17636,2
17639,2
17640,1
17650,2
17655,1
17659,2
17665,2
17668,1
17669,2
17671,1
17674,1
17675,2
17677,1
17682,2
17686,2
17688,1
17689,2
17690,1
17691,1
17701,2
17702,2
17705,2
17707,1
17709,1
17710,1
17714,1
17715,1
17721,2
17725,1
17726,2
17728,2
17729,2
17733,2
17734,2
17738,2
17740,2
17741,1
17744,2
17747,1
17748,2
17750,2
17751,1
17752,1
17756,1
17765,2
17769,1
17771,2
17774,2
17781,2
17790,2
17791,1
17793,2
17795,1
17800,2
17801,1
17803,2
17807,2
17809,2
17810,2
17813,2
17819,2
17822,1
17823,1
17825,1
17831,2
17833,2
17834,2
17838,2
17848,1
17849,2
17852,1
17853,2
17856,2
17860,1
17865,2
17870,1
17881,1
17882,1
17883,2
17893,1
17895,2
17897,2
17900,1
17901,2
17902,1
17903,1
17904,1
17908,2
17909,2
17912,2
17913,2
17930,1
17935,1
17936,2
17942,2
17943,2
17946,2
17955,2
17970,1
17972,2
17973,1
17976,1
17980,2
17982,1
17984,1
17991,2
17994,2
17995,2
18001,1
18002,2
18004,1
18006,2
18010,2
18011,2
18021,2
18024,2
18025,1
18031,1
18041,2
18048,2
18057,1
18061,1
18062,2
18069,2
18070,2
18071,2
18075,2
18084,2
18086,2
18090,2
18091,2
18094,2
18096,1
18100,2
18101,1
18102,2
18103,2
18112,1
18115,2
18117,1
18119,2
18124,2
18133,2
18136,1
18140,1
18145,2
18146,1
18153,2
18157,1
18160,1
18162,2
18163,1
18166,2
18167,2
18168,2
18174,2
18175,1
18178,1
18179,2
18182,2
18183,1
18184,2
18185,1
18192,2
18203,2
18204,1
18211,2
18213,1
18216,1
18228,2
18233,1
18235,1
18238,2
18241,1
18243,2
18244,2
18247,1
18248,2
18250,2
18252,2
18253,2
18254,2
18256,2
18265,1
18266,2
18267,1
18268,2
18278,2
18280,1
18282,2
18283,2
18290,2
18295,1
18297,2
18299,1
18306,2
18318,2
18321,2
18331,1
18333,2
18339,2
18341,2
18353,2
18355,1
18356,1
18358,1
18362,2
18365,1
18366,2
18377,2
18386,2
18388,2
18395,1
18398,2
18401,2
18403,2
18404,1
18410,2
18413,1
18414,2
18429,2
18430,2
18435,2
18438,2
18440,2
18446,1
18447,1
18449,2
18456,2
18457,2
18464,2
18465,1
18470,2
18475,1
18478,1
18479,2
18483,1
18485,2
18498,2
18500,2
18503,2
18512,1
18513,2
18516,2
18517,1
18520,1
18522,2
18532,1
18533,2
18537,2
18543,1
18546,1
18547,1
18550,2
18551,2
18558,2
18563,1
18572,2
18576,2
18584,1
18592,1
18594,1
18595,1
18598,2
18600,2
18602,1
18606,1
18607,2
18610,1
18614,2
18617,1
18623,1
18624,2
18626,2
18629,2
18635,1
18640,1
18644,2
18648,2
18649,2
18650,1
18652,1
18660,2
18665,2
18669,1
18671,2
18680,2
18691,2
18692,1
18694,2
18700,1
18707,2
18712,2
18713,1
18715,2
18728,1
18732,2
18736,1
18748,2
18750,1
18752,1
18757,1
18769,2
18777,2
18781,2
18785,2
18791,1
18798,2
18801,2
18802,2
18811,1
18821,2
18822,2
18823,1
18826,1
18837,2
18850,2
18851,1
18853,2
18858,2
18861,1
18862,2
18864,2
18877,1
18878,2
18879,2
18881,2
18882,2
18883,2
18886,2
18888,2
18892,2
18909,2
18910,1
18915,1
18918,2
18923,2
18924,2
18939,2
18945,2
18953,2
18957,2
18961,2
18962,2
18967,1
18969,2
18972,2
18973,2
18974,2
18978,2
18987,2
18994,2
18996,1
18999,1
19002,2
19003,2
19004,1
19005,1
19007,2
19008,1
19009,2
19013,2
19014,2
19017,1
19020,1
19022,1
19027,1
19039,2
19040,2
19058,2
19066,2
19069,2
19075,1
19076,2
19077,2
19079,2
19080,1
19081,2
19084,1
19085,2
19088,1
19089,2
19090,2
19091,2
19092,2
19093,2
19095,1
19099,1
19101,2
19104,1
19105,2
19119,1
19121,2
19125,2
19126,2
19128,2
19131,2
19140,1
19155,2
19156,2
19157,2
19160,1
19161,2
19162,2
19163,2
19165,1
19167,1
19171,2
19172,1
19183,1
19184,2
19186,1
19188,1
19190,1
19192,1
19193,2
19196,2
19199,2
19201,2
19213,1
19217,2
19230,2
19233,1
19240,2
19242,2
19245,2
19250,1
19253,2
19255,2
19259,2
19261,2
19262,2
19263,2
19266,2
19267,2
19269,2
19275,2
19279,2
19281,1
19288,2
19292,1
19293,2
19294,2
19295,2
19296,2
19300,2
19308,2
19315,1
19318,2
19320,2
19324,1
19328,2
19329,2
19330,2
19334,2
19336,2
19337,2
19339,1
19342,2
19344,2
19350,2
19354,1
19355,2
19356,2
19374,2
19378,1
19379,2
19380,2
19382,2
19384,1
19385,2
19386,2
19394,2
19395,2
19397,2
19400,2
19406,1
19407,1
19408,2
19409,2
19421,2
19425,2
19427,1
19429,2
19430,2
19436,2
19437,2
19438,2
19439,1
19441,2
19442,1
19444,2
19447,2
19450,2
19458,1
19461,2
19467,2
19469,2
19477,1
19478,2
19479,1
19489,2
19491,1
19501,2
19504,2
19506,2
19507,1
19512,2
19519,2
19522,1
19534,2
19540,1
19547,2
19549,2
19553,2
19555,1
19562,2
19569,2
19572,2
19578,2
19580,2
19582,2
19590,1
19597,2
19599,1
19607,2
19608,1
19611,1
19623,2
19626,2
19627,2
19634,2
19637,1
19639,2
19648,2
19651,2
19653,2
19656,1
19657,1
19658,1
19660,2
19661,2
19664,1
19669,2
19671,2
19676,1
19680,2
19696,1
19699,1
19716,2
19730,1
19741,2
19746,1
19751,1
19762,2
19763,1
19765,2
19766,2
19773,2
19776,1
19780,2
19781,2
19786,2
19788,2
19791,2
19792,2
19794,2
19796,2
19800,2
19801,2
19803,2
19805,2
19810,2
19814,1
19816,1
19820,2
19823,2
19825,1
19831,1
19833,2
19843,1
19855,1
19857,2
19901,2
19902,2
19911,2
19917,1
19926,2
19927,2
19928,1
19930,2
19931,1
19936,1
19937,2
19941,1
19942,1
19948,1
19953,1
19956,2
19958,2
19979,2
19981,1
19983,2
19985,1
19986,2
19990,2
19992,2
19995,2
19996,2
19997,1
20001,2
20002,2
20010,2
20011,2
20017,2
20019,2
20020,2
20028,2
20031,2
20039,2
20040,1
20043,2
20050,1
20051,2
20053,2
20055,1
20059,1
20060,2
20061,1
20062,1
20064,2
20067,2
20068,2
20071,2
20074,2
20077,2
20078,2
20080,1
20081,1
20085,2
20086,2
20088,2
20093,1
20108,2
20109,2
20112,2
20115,2
20116,2
20121,2
20127,2
20136,1
20138,2
20150,1
20152,1
20157,2
20166,2
20167,2
20175,1
20178,2
20180,2
20187,1
20190,2
20191,1
20197,1
20200,1
20207,1
20213,2
20215,2
20216,2
20219,2
20220,2
20223,2
20227,2
20229,2
20231,2
20237,2
20238,2
20240,2
20253,2
20256,1
20258,1
20264,2
20271,2
20280,2
20287,1
20288,1
20302,2
20305,2
20312,2
20323,2
20326,2
20327,1
20328,1
20330,1
20334,2
20340,2
20343,2
20344,2
20352,2
20353,2
20359,1
20363,1
20370,2
20371,2
20375,1
20377,2
20379,1
20383,1
20384,2
20389,2
20391,2
20394,2
20403,1
20404,2
20412,2
20423,2
20429,2
20431,2
20435,2
20437,2
20447,1
20449,1
20450,2
20451,2
20456,2
20458,2
20461,2
20463,2
20468,2
20475,1
20479,2
20487,2
20490,2
20494,2
20496,2
20502,1
20503,2
20506,1
20507,1
20519,2
20520,2
20521,2
20522,2
20525,1
20528,2
20529,1
20530,2
20531,2
20535,1
20536,2
20537,2
20542,2
20543,2
20547,1
20556,2
20557,2
20561,1
20586,1
20589,1
20590,2
20591,1
20593,2
20596,2
20602,2
20608,1
20609,2
20611,2
20613,2
20615,1
20621,1
20625,2
20627,2
20629,2
20631,1
20634,1
20646,2
20648,2
20650,2
20652,2
20655,2
20672,2
20679,1
20683,2
20690,2
20692,1
20695,2
20696,2
20700,2
20705,2
20707,1
20719,1
20721,1
20723,2
20725,1
20726,2
20727,1
20729,2
20730,1
20731,1
20736,2
20737,1
20738,2
20740,2
20743,1
20744,2
20754,2
20755,2
20758,1
20759,1
20760,2
20763,2
20766,2
20768,2
20772,2
20788,2
20789,2
20795,2
20803,2
20810,1
20814,2
20819,1
20822,2
20823,2
20832,1
20833,2
20854,2
20863,1
20866,2
20887,2
20889,2
20899,2
20901,1
20903,2
20905,2
20906,2
20909,1
20914,2
20915,2
20929,2
20930,2
20931,1
20934,2
20939,2
20942,1
20960,2
20962,1
20979,1
20985,2
20990,2
20995,2
20996,1
20999,1
21000,2
21002,2
21004,1
21007,1
21010,2
21012,1
21013,2
21019,2
21024,2
21025,1
21035,2
21036,2
21038,2
21044,2
21046,2
21047,2
21051,1
21053,2
21057,2
21058,2
21059,1
21061,2
21065,1
21066,2
21067,1
21085,2
21087,2
21088,1
21091,2
21099,2
21100,2
21118,2
21135,2
21136,2
21137,2
21144,1
